job,wages,welfare,location,req
['Java开发工程师'],['0.9-1.2万/月'],"['做五休二', '周末双休', '带薪年假', '五险一金', '节日福利', '餐饮补贴']",['南京-雨花台区\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1.分析项目的系统需求，进行系统设计；', '2.带领团队完成系统或模块的开发，负责编写各子系统或模块开发计划，进度跟踪，解决开发中遇到的各种问题；', '3、与关联的应用系统项目进行沟通与协调，确认应用系统架构与技术方案；', '4、与相关业务部门进行沟通与协调，确认与业务流程相关的变革工作；', '5、管理项目团队，完成软件实施和客户化开发任务。', '任职要求：', '1、全日制大专及以上学历，两年以上软件开发工作经验，有大型项目开发实施经验；有团队管理经验优先；', '2、有大型电商网站、APP等项目开发经验优先；', '3、java基础扎实，熟练掌握数据结构，多线程编程掌握常用的设计模式；', '4、熟悉J2EE熟练使用SpringMVC，MyBatis，SpringBoot，Spring\xa0Cloud进行开发；', '5、熟悉数据库基本原理，熟练使用MySQL、NoSQL(如Redis)等常用的数据库系统，有较强的数据库设计能力；', '6、熟练使用inux操作系统，对常用命令运用娴熟。', '此岗位入职南京环宝信息技术有限公司，公司地址南京市雨花台区大周路软件谷科创城A1北栋901']"
['中级Java开发工程师'],['1-1.6万/月'],"['五险一金', '股票期权']",['厦门\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布\xa0\xa0|\xa0\xa0软件工程 计算机应用'],"['岗位职责：', '1.根据功能需求完成所负责模块的开发, 包含设计、编码、调试、测试和Bug修复等工作, 并编写相应的开发文档;', '2.对负责的开发模块进行单元测试保证产品质量;', '3.维护和升级现有系统, 快速定位并修复现有系统缺陷。', '任职要求：', '1.计算机或相关专业大专及以上学历, 具有二年以上java开发经验;', '2.熟悉Java或者Kotlin语言, 有大型分布式应用系统开发经验者优先;', '3.熟练掌握并应用面向对象的编程思想, 有扎实的Java知识基础, 理解接口、抽象、封装等概念;', '4.具有扎实的J2EE基础, 熟练使用Spring Cloud、Mybatis框架并了解其工作原理。']"
['Java开发工程师'],['0.8-1.5万/月'],"['年终奖金', '五险一金', '出国机会']",['成都\xa0\xa0|\xa0\xa05-7年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布'],"['\xa0\xa0', '\xa0\xa0', '1.协助系统架构师进行软件产品的技术方案和系统架构的调研、评审、设计、文档编写等；', '\xa0\xa0', '2.负责产品的概要设计、详细设计；', '\xa0\xa0', '3.参与新技术、关键技术、难点技术的研究和验证，解决软件产品中的关键问题和技术难题；', '\xa0\xa0', '4.核心代码review，提出软件产品的优化策略；', '\xa0\xa0', '\xa0\xa0', '\xa0\xa0', '1.计算机软件相关专业本科及以上学历；', '\xa0\xa0', '2.具有三年以上软件开发经验，至少具备一个分布式、高并发、高性能大型信息系统的分析设计经验；', '\xa0\xa0', '3.JAVA基础扎实，了解JVM原理，熟悉JavaEE体系架构，熟悉前端开发技术；', '\xa0\xa0', '4.精通至少一种关系型数据库，精通sql语言，了解NoSQL数据库；', '\xa0\xa0', '5.熟悉rabbitMQ，activemq，redis，kafka，zookeeper等开源技术；', '\xa0\xa0', '6.熟悉Spring cloud、dubbo等微服务框架，了解docker、K8S；', '\xa0\xa0', '7.熟悉Linux，unix系统环境下常用命令；', '\xa0\xa0', '8.熟悉至少一种设计建模工具，具备系统设计和领域建模能力；', '\xa0\xa0', '9.具有积极正向的思考问题习惯，积极主动，认真负责，具备团队意识、高度的责任心，能够承担较强的工作压力；', '\xa0\xa0', '10.有较强的学习能力和攻克技术难点的能力，易于接受新的技术，新的理念；', '\xa0\xa0', '11.良好的口头沟通和文档撰写能力.', '福利待遇：', '1. 专业能力与绩效匹配的薪酬体系，每年两次调薪、转正后每月发放项目奖，13薪；', '2. 入职即购五险一金；', '3. 提供节日礼物、生日会、Team Building、旅游、体检等多种人性化的福利措施；', '4. 丰富、活跃的公司活动（电竞战队、篮球队、足球队等）。', '工作地址', '四川省成都市高新区天府软件园C区12栋19层']"
['Java开发工程师（政企项目）'],['0.7-1.2万/月'],"['五险一金', '定期体检', '节日福利', '员工旅游']",['南京-江宁区\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['岗位要求：', '1、计算机或相关专业本科或以上学历，2年以上Java服务端开发经验；', '2、扎实的Java编程基础，熟悉各种设计模式，理解io、多线程、集合等基础框架，了解JVM原理；', '3、熟练掌握Springboot/SpringMVC/Mybatis或其他主流JAVA框架；熟悉Dubbo/Spring Cloud或其他服务治理架构；', '4、熟练掌握Mysql、Oralce数据库中的一种或多种；熟悉NoSQL、MQ、Cache等中间件的机制和应用；', '5、熟练掌握html、css、js、ajax、jquery等web开发技术，有vue开发经验者优先', '9、熟练掌握echart、birt、pio等数据可视化、报表技术，有开发经验者优先', '7、性格开朗、强烈的责任心、良好的学习能力、良好的沟通能力和团队合作精神。']"
['Java高级开发工程师（五险一金+出国机会+节日福利）'],['1.5-3万/月'],"['五险一金', '节日福利', '员工旅游', '出国机会', '定期体检', '绩效奖金', '年终奖金', '专业培训']",['宁波-高新区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招10人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1、理解业务需求，负责产品设计和开发；', '2、 参与后端接口的设计和开发；', '职位要求：', '1、全日制本科及以上学历，计算机、数学相关专业；', '2、3年以上的后端开发?作经验；', '3、熟练掌握Git，有良好的代码风格和编程习惯；', '4、具有数据库常设计开发以及优化经验（MySQL）；', '5、有动态语言、DDD（领域驱动设计）、GraphQL工作经验更佳。']"
['高级Java后端开发工程师'],['2-3万/月'],"['五险一金', '年终奖金', '年底双薪', '带薪年假', '绩效奖金', '节日福利']",['深圳-宝安区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['亮点：', '大牛 微服务 核心业务重构 用户增长型', '岗位职责：', '1、参与项目的系统分析、设计，并负责核心业务功能与底层基础功能的功能设计、代码实现；', '2、解决各类潜在系统技术风险，保证系统的安全、稳定、快速运行。', '3、维护和升级现有技术体系，快速定位并修复现有软件缺陷；', '4、参与新技术的创新性预研。', '岗位要求：', '1、全日制本科及以上学历，计算机相关专业；', '2、具有3年以上的JAVA开发经验，基础知识扎实，熟练掌握常用的Java技术框架，能编写高质量简洁清晰的代码。', '3、熟练使用SpringBoot、 SpringCloud、 Myabtis、消息队列、Mysql、Redis等主流技术栈，对技术原理有深入的了解。', '4、具有分布式架构的实战经验，能够实现高可用和高并发的系统设计，具备性能问题分析与调优经验，对疑难技术问题具备较强的排查能力。', '5、具有较好的工作沟通能力，能够协调各方面的资源解决工作中的问题。责任心强，开朗自信。工作踏实认真，求知欲望强。', '6、具有社区、社交、电商系统开发经验者优先。']"
['Java开发工程师'],['0.6-1.5万/月'],[],['济南-高新区\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责', '1、负责行业产品开发；', '2、负责指导、处理、协调和解决项目中出现的技术问题；', '3、根据公司产品的版本管理规范，完成所负责项目的服务器代码的版本归档、版本变更、版本发布工作。', '4、负责处理线上版本紧急技术问题，线上版本bug处理；', '5、产品规划设计，项目管理经验优先考虑。', '任职资格', '1、软件基础理论知识扎实，具有良好的数据结构、算法功底；', '2、精通java,对分布式计算、数据挖掘有深入了解者优先；', '3、熟悉sping boot、Storm、HBase、Hive等框架者优先；', '4、具备良好的团队意识及创新思维、自我激励能力，善于与人合作；', '5、具有良好的表达与沟通能力以及独立思考并解决问题的能力。', '6. 较强的逻辑思维能力，具备一定的系统分析能力，有良好规范编程的习惯和文档编写习惯,具备良好的团队意识。', '7.\xa0有良好的学习能力，沟通能力和领悟能力，工作效率高，能够承受工作压力；', '8.\xa0有良好的团队合作意识，耐心，诚恳，有强烈的责任心和积极主动的工作态度；']"
['Java开发工程师'],['1.5-2.5万/月'],"['五险一金', '员工旅游', '出国机会', '绩效奖金', '年终奖金', '弹性工作', '股票期权']",['上海-闵行区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['1\xa0负责产品基础架构开发、维护与培训、文档等工作', '2\xa0与团队内部各个保持沟通，提供基础架构相关的问题解决答疑；', '3\xa0参与产品未来研发方向讨论，规划和把握产品研发架构', '\xa0任职要求', '1、3-5年及以上Java开发经验；', '2、熟练基于J2EE的相关开源技术以及框架（Springboot,Spring,SpringMvc,MyBatis）；', '3、熟练使用Junit编写测试代码，Maven代码管理工具；', '4、熟悉HTML,\xa0JavaScript,\xa0XML/XSL,\xa0Ajax，Jquery等页面脚本语言技术；', '5、熟练使用MySQL数据库，熟练编写SQL；', '6、熟悉Linux环境以及简单操作，git的使用，熟悉Tomcat等开源的服务器；', '7、有金融或互联网行业经验优先；参加过大型项目开发者有优先考虑；有电商，支付等行业经验优先。']"
['JAVA软件开发工程师'],['0.6-1.5万/月'],"['五险一金', '绩效奖金', '年终奖金']",['宁波\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招10人\xa0\xa0|\xa0\xa001-22发布'],"['1. 谦虚谨慎，热爱学习，对工作积极主动，充满活力。', '2. 熟练掌握J2EE开发技能，熟悉SSH、springmvc开发框架。熟悉J2SE基础知识。', '3. 能熟练使用Oracle,Sql Server数据库一种以上。有数据挖掘相关经验、熟悉datastage、cognos等数据分析工具的待遇从优。', '4. 熟悉Javascript、HTML、JSP。有过Extjs、Jquery、freemarker开发经验的待遇从优。', '5. 熟练应用一种以上应用服务器的部署，如：Tomcat、WebLogic等。', '6. 具有良好编程习惯，有一定的分析设计能力。', '福利待遇： ', '1、试用期为1-3个月，公司统一为员工缴纳5险1金； ', '2、每日正常工作8小时； ', '3、员工每年享受带薪法定节假日，同时享受带薪婚假、丧假、产假等假期； ', '4、公司有绩效奖金和年终奖等奖金，交通补贴、餐费补贴等补贴；']"
['Java开发工程师'],['1.5-2万/月'],"['通讯补贴', '节日福利', '全勤奖', '专业培训', '包住宿', '弹性工作', '做六休一', '五险一金']",['上海-青浦区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布'],"['1、负责java后台软件开发工作。\xa0', '2、参与公司项目系统需求分析与设计，负责公司产品接口的开发工作，接口规范制定，负责完成核心代码，架构设计；\xa0', '3、按产品需求进行软件设计和编码实现，确保安全、质量和性能；', '4、模块详细设计，业务功能实现与单元测试，系统维护。', '5、开发和维护统一的软件开发架构，应对海量数据与高并发，并能及时发现和解决存在的技术问题；', '6、开发后文档撰写、单元测试，及时修复缺陷，确保项目的进度和质量。', '1、3年以上Java开发经验，有企业级应用开发经验；德邦、壹米滴答、卡行天下等平台公司人优先', '2、良好的Java基础，熟悉SpringMVC、MyBatis、SpringBoot等主流框架，具有相关开发经验；', '3、熟悉Spring\xa0Security、Shiro至少一种安全框架，并具有使用经验；4、熟悉Mysql数据库及SQL优化，同时有NoSQL（Redis、MongoDB等）使用经验；', '5、熟悉HTML/CSS/JavaScript等前端技术；', '6、熟悉Linux开发环境及常用版本管理工具；', '7、有高并发系统实践经验和企业级服务器架构设计经验者优先；', '8、有良好的代码书写、注释和单元测试习惯；', '9、有责任心，学习能力强，思想积极，工作踏实稳定；']"
['Java高级开发工程师'],['1.2-1.8万/月'],"['五险一金', '免费班车', '员工旅游', '绩效奖金', '年终奖金']",['深圳-宝安区\xa0\xa0|\xa0\xa05-7年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['1、公司新项目软件开发', '2、根据业务需求，进行技术编码，调试，单元测试，能解决核心技术问题；', '3、参与需求的技术性调研，系统架构的设计、优化；', '4、保障代码质量，遵守信息安全策略及相关流程、规范，降低信息安全险，减少系统安全漏洞和人为的信息泄露', '5、泛微OA、SAP、CRM、PLM、HRS,\xa0KMS等项目的接口开发。\xa0\xa0', '岗位要求：', '1、本科以上学历（经验丰富可为大专），计算机及相关专业;\xa0\xa0\xa0', '2、三年以上Java、J2EE实际开发经验；\xa0\xa0\xa0', '3、扎实的Java/J2EE编程基础，熟练使用Eclipse等开发工具,熟悉Struts、Spring、Spring\xa0MVC、Hibernate、MyBatis、jQuery等框架；\xa0\xa0\xa0', '4、熟悉JavaScript、Ajax、HTML5?等技术；\xa0\xa0\xa0', '5、熟悉SQL\xa0Server、MySQL、Oracle等数据库；\xa0\xa0\xa0', '6、根据需求和设计完成项目中，主要功能的代码实现,有良好的代码书写、注释习惯；\xa0\xa0\xa0', '7、热爱编程，热爱软件开发，具备较强的学习能力；\xa0\xa0\xa0', '8、有良好的责任心、沟通能力、协调能力和团队协作精神；\xa0\xa0\xa0', '9、有泛微OA接口、.NET语言基础或移动端应用开发技术优先考虑！\xa0']"
['Java高级开发工程师'],['1-1.5万/月'],[],['成都-郫都区\xa0\xa0|\xa0\xa05-7年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1、负责对新的产品或需求进行系统分析设计', '2、负责对现有系统进行持续的优化,能发现问题并能解决问题.包括但不限于难点攻克/性能优化/重构/新技术引入等；', '3.\xa0配合产品,透彻理解业务,完成业务到技术的可行性/合理性/普适性分析,起到产品方案到技术实现间的桥梁纽带作用；', '4.\xa0进行难点技术分析，将实现思路转化为具体详细设计文档', '5、参与需求评审、设计评审、代码评审、压力和性能测试、上线投产等项目环节；', '6、负责Code\xa0Review，指导培训初级开发人员', '岗位需求：', '1、计算机及相关专业本科以上学历，5年以上软件开发经验\xa0', '2、熟悉J2EE的主流框架(springcloud\\springmvc)，能独立完成J2EE系统的设计、分析和代码开发', '3、有数据库设计经验，熟悉pg\\oracle、sql\xa0server等主流数据库，具备数据库编程开发能力，了解数据库调优，能对常见的sql脚本进行优化。', '4、精通使用Java、java基础扎实，了解jvm、多线程基础、常用设计模式等。', '5、熟练掌握Java\xa0web体系结构，包括但不限于：spring、spring\xa0mvc、\xa0spring\xa0boot、spring\xa0cloud、dubbo、zookeeper、kafka、quartz、redis、mongodb、mysql等', '6、熟悉前端开发工具，vue,react,jquery,bootstrap,webpark', '7、熟悉数据库（Oracle,MySQL）表、存储工程、函数的设计开发', '8、有大型分布式业务开发经验者，了解参与过敏捷开发流程', '9、对行业领域的新知识保持关注和热情，有良好的编程风格，对代码有洁癖更佳', '10、了解linux等常用命令。']"
['高级java研发工程师（II）'],['1.8-2万/月'],"['五险一金', '弹性工作', '周末双休', '绩效奖金', '专业培训']",['上海-虹口区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['(1)\xa0负责进行基于流程引擎的可视化平台的功能定义和程序设计', '(2)\xa0负责其他模块软件系统代码的实现，编写代码和开发文档', '(3)\xa0根据设计文档或需求说明完成代码编写、调试、测试与维护', '(4)\xa0分析并解决软件开发过程中的问题', '(5)\xa0配合技术经理完成相关任务目标', '任职资格：', '(1)\xa0计算机或相关专业全日制本科或以上学历', '(2)\xa0精通Activity流程引擎，并有较多的相关领域开发、应用经验\xa0', '(3)\xa03年以上JAVA相关项目开发经验', '(4)\xa0熟悉常用的开源Java\xa0EE框架，如Spring/SpringMVC、Hibernate/JPA/MyBatis等，熟悉gradle、mvn，熟悉Git/SVN的使用', '(5)\xa0学习和理解能力强，具有一定的系统分析能力，及独立解决问题的能力', '(6)\xa0具备良好的团队合作精神和承受压力的能力', 'PS:本岗位为“上海仁迅科技有限公司”代招聘', '上海仁迅科技有限责任公司为上海凌先医药科技有限公司专门成立的IT科技子公司，该公司致力于临床研究领域协作平台和软件产品的研发、并基于云计算、大数据以及机器学习等先进技术提供行业数字化赋能以及智能化的解决方案；']"
['Java工程师（丰普科技）'],['6-8千/月'],"['五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '周末双休', '弹性工作']",['武汉-洪山区\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1、在上级的领导和监督下定期完成量化的工作要求。\xa0', '2、能独立处理和解决所负责的任务。', '3、分析需求调研结果，并进行需求分析。', '4、负责实施项目的概要设计、详细设计。', '5、根据开发进度和任务分配，完成相应模块软件的设计、开发、编程任务。', '任岗要求：', '1、计算机相关专业背景，本科以上学历。', '2、做事严谨踏实，责任心强，条理清楚，善于学习总结，有良好的团队合作精神和沟通协调能力。', '3、有中大型B/S项目的开发经验，熟悉eclipse或spring-tool-suite、idea等环境下。Springboot\xa0+double+zookeeper+jpa\xa0+redis的开发。', '4、熟悉使用nodeJS前后端分离技术、熟悉JQuery、HTML5、react等前端开发框架，能根据UI设计，熟练编写前端页面代码。', '5、熟悉使用MySQL数据库，熟悉SQL存储过程等数据库技术。', '6、测试文档与功能说明书编写，对最终用户进行培训。', '7、有良好的团队合作精神、高度的工作责任心和敬业精神。', '8、要求随时随地贯彻最优化开发的思想，所开发的产品须能承担繁重的访问压力。', '9、有较强的文字表达能力，较强的组织协调及沟通能力。', '10、要求有两年以上实际Java项目开发经验。', '11、适应出差、服从公司的派遣。']"
['高级后端开发工程师（kotlin/java)'],['1.5-2万/月'],[],['上海-浦东新区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布\xa0\xa0|\xa0\xa0计算机科学与技术 软件工程'],"['岗位职责', '1、负责公司产品服务端的开发工作；', '2、深入理解业务需求，设计具体的解决方案与架构；', '3、负责相关模块的开发、优化及解决问题，保证系统性能和稳定性。', '\xa0', '岗位要求:', '1、全日制本科及以上学历，计算机或相关理工科专业', '2、精通kotlin，java语言，有3年及以上服务器端开发经历；', '3、熟练使用sql语言和mysql数据库，以及相关的数据库工具；', '3、精通常用的开源框架和开源服务(Spring，Mybatis，MySQL，Redis等)；', '5、熟悉 Tomcat，Nginx 等应用服务器软件；', '6、具有较强的学习能力、良好的团队协作和沟通能力;', '7、有临床试验开发经验者优先考虑.']"
['Java开发工程师'],['0.5-1万/月'],"['五险一金', '补充公积金', '员工旅游', '交通补贴', '定期体检', '出国机会', '年终奖金', '专业培训']",['烟台\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1、负责数字创意类新产品开发。', '2、负责电商类、系统类、门户类项目开发。', '3、负责软件、网站等后期运营及维护。', '任职要求：', '1、Java基础扎实，了解常用设计模式，熟练使用Spring+MVC+mybatis框架；', '2、熟练使用SQL语句，有基本的编写能力；', '3、熟悉HTML、CSS、Ajax、JQuery、javascript相关的最新前沿技术；', '4、有简单的功能设计和逻辑设计能力。']"
['Java高级开发工程师'],['1.5-2.5万/月'],"['五险一金', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '弹性工作']",['苏州-高新区\xa0\xa0|\xa0\xa05-7年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1. 负责公司网站后台搭建，中间层接口开发，job开发等；', '3. 能够快速学习并熟悉团队使用的JAVA框架，有较强的适应能力和抗压能力；4. 对现有项目的问题和性能做一系列的优化工作，使用开源的库完成一些有难度的功能；', '5. 对JAVA技术的发展趋势保持关注，能不断学习业界新技术。', '岗位要求：', '1. 计算机及相关专业本科以上学历，5年及以上的java端开发经验；', '2. 精通Java语言和J2EE规范，深入理解Spring框架（如Spring MVC，Spring Boot，SpringMyBatis等），有良好的需求分析和业务开发经验；', '3. 深入掌握Mysql、SqlServer等主流数据库，精通SQL编写和优化，有良好的数据建模能力，有分库分表实践经验优先；', '4. 有良好的沟通能力，善于思考，积极主动，乐于分享，团队精神佳；', '5. 会多种语言的优先（如python，c等）。']"
['Java开发工程师'],['1-1.3万/月'],"['五险一金', '年假', '年终奖金', '绩效奖金']",['济南-市中区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['1、JAVA基础扎实，理解io、多线程等基础框架，对JVM原理有一定的了解；对复杂业务能有独立分析判断能力', '2、熟悉Spring,Mybatis,Spring boot,Spring Cloud技术；', '3、能够熟练的使用Mysql,Redis,Rabbitmq,Fastdfs，并对具体问题进行调优；', '4、kettle使用经验者优先；', '5、熟悉Linux基本命令及脚本编写，使用过jenkins等工具；', '6、熟悉前后端分离开发，熟悉对内，外常用接口格式以及加密方式；']"
['java开发高级工程师'],['1-1.5万/月'],"['五险一金', '绩效奖金', '年终奖金', '定期体检', '弹性工作', '餐饮补贴', '专业培训']",['上海\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],[]
['Java开发工程师'],['1-2万/月'],"['五险一金', '周末双休', '员工旅游', '绩效奖金']",['深圳-福田区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['1、本岗位主要负责手机APP后端开发；', '2、三年以上JAVA开发经验；', '3、熟悉MySQL数据库；', '4、熟悉linux，可搭建和维护项目服务器环境；']"
['Java中级开发工程师'],['1-3万/月'],"['五险一金', '免费班车', '食堂']",['上海-浦东新区\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布\xa0\xa0|\xa0\xa0计算机科学与技术 软件工程'],"['岗位职责', '1、负责产品开发及设计；', '任职资格', '（1）熟悉JAVA技术栈，熟悉Spring框架，熟悉主流开源框架和技术；', '（2）熟练掌握Oracle、Mysql等关系型数据库语法使用；', '（3）了解Linux操作系统，掌握数据结构和基本基础算法；', '（4）本科学历以上，2-3年相关工作经验以上；', '（5）拥有金融行业开发经验者优先考虑。']"
['Java开发工程师'],['0.5-1万/月'],[],['福州\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['1、负责系统功能定义，程序架构、接口等的设计、研发、及测试工作；', '2、分析用户需求和软件设计的可行性，协助部门经理确定研发的时间和成本；', '3、负责或协助制定技术解决方案，承担核心功能、公共核心模块的设计编写，对项目中遇到的技术问题进行技术攻关；', '4、主导并协调项目过程中的相关文档编制及代码质量控制；', '5、通过对新零售业务的理解，对现有产品和系统进行改进和优化；', '6、配合部门经理完成相关任务目标；', '任职要求： ', '1、\xa0计算机及相关专业，5年以上JVAV工作经验，有B/S项目的设计、分析、架构经验；', '2、\xa0有扎实的Java基础(熟悉io、多线程、集合等基础框架，熟悉分布式、缓存、消息、搜索等机制）', '3、\xa0对第三方支付业务知识和系统运作有深刻的认识；', '4、\xa0熟悉Struts,SpringMVC/Spring,MyBatis/iBATIS,Hibernate等常用开源框架，熟悉多线程，有上述技术的实际开发经验，基于关系型数据库，分布式缓存，消息中间件等技术构建高可用高并发应用的经验；', '5、\xa0熟悉Socket、WebService、Http等接口开发技术，熟练掌握XML、HTML、Javascript（Jquery）、AJAX、Json技术；', '6、\xa0熟悉MongoDB、rabbitMq/activeMQ、zookeeper/curator分布式解决方案等优先。', '7、\xa0熟悉分布式系统架构设计，熟悉java、Linux、前端技能、移动开发，开源项目者更优；', '8、\xa0有新零售相关领域软件系统开发设计相关从业经历者优先；']"
['高级/资深Java开发工程师'],['1-2万/月'],[],['广州-天河区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招6人\xa0\xa0|\xa0\xa001-22发布'],"['1、负责公司大数据项目后台系统代码设计与开发，确保功能按时交付；编写、审查和维护技术文档；', '2、负责业务和应用架构规划、设计、优化，使系统体系化并具有技术前瞻，制定代码开发规范、原型设计、技术培训等;', '3、负责完成重要业务模块给出合适的解决方案及核心框架的搭建及编码实现;', '4、澄清各系统平台技术细节，扫清主要技术难点，引导团队用架构的思路设计和规划系统，使团队的架构设计能力更上一个层面;', '5、研究和评估新技术和框架，持续改善和提高产品的性能、灵活性及稳定性；', '任职要求：', '1、本科以上学历，计算机软件相关专业，至少2年中大型Java项目开发经验；', '2、JAVA基础扎实：熟练掌握数据结构、多线程编程，掌握常用的设计模式；熟悉JVM，包括内存模型、类加载机制以及性能优化;', '3、熟悉spring、springmvc springboot等框架开发；熟悉Springcloud架构，有微服务开发经验优先。', '4、有大型业务互联网项目实施能力，熟悉分布式系统的设计和应用，熟悉分布式、缓存、消息等机制，能对分布式常用技术进行合理应用，解决实际架构问题;', '5、有很强的分析复杂问题和解决复杂问题的能力，有强烈的责任心和使命感;', '6、技术视野开阔，学习和抗压能力好，有很强的分析和解决复杂问题的能力，具备良好的沟通和组织协调能力;']"
['Java开发工程师'],['15-20万/年'],"['五险一金', '周末双休', '带薪年假', '绩效奖金', '入职购买社保', '带薪病假']",['深圳-龙岗区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招3人\xa0\xa0|\xa0\xa001-22发布'],"['1、智慧城管、垃圾分类（物联网项目）的设计和开发代码编写工作，主要包括：', '网页的设计开发', '和智能硬件通讯的开发（socket）', '后台管理平台开发维护', '手机APP的接口', '微信应用页面开发', '2、参与项目需求分析,进行软件项目的详细设计；', '3、保证开发结果的进度和质量；', '技能要求：', '1、熟悉JAVA WEB开发，有良好的JAVA基础；', '2、熟悉Spring、SpringMVC、MyBatis、SpringBoot等常用框架；', '3、熟悉mysql数据库，能熟练使用；', '4、了解socket通讯的应用，多线程编程；', '5、了解并发处理设计；', '6、学习能力强，有良好的沟通能力、责任心。', '7、有参与大型WEB项目建设优先，有项目管理经验，对软件质量控制有经验者优先。', ' 10-20K 底薪+项目奖金+福利+期权']"
['Java开发工程师'],['1-2万/月'],"['五险一金', '员工旅游', '年终奖金', '绩效奖金']",['杭州-江干区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招4人\xa0\xa0|\xa0\xa001-22发布'],"['一、职位描述', '1.参与Java后台软件的设计及开发；', '2.编写相关开发设计文档', '二、技能要求', '1.本科及以上学历，计算机相关专业，有Linux开发工作经验', '2.熟练掌握Java，具备良好的编程技巧和编程习惯', '3.熟悉网络编程，多进程、多线程编程开发', '4.能独立负责开发模块、具备一定的框架设计能力以及调试能力', '5.熟悉Spring\xa0Boot，Spirng\xa0Cloud，微服务的开发', '6.三年及以上工作经验。', '有安防类产品和应用\xa0有相关行业经验者优先考虑！']"
