job,wages,welfare,location,req
['Java高级开发工程师'],['1-1.5万/月'],"['五险一金', '员工旅游', '带薪年假', '节日福利']",['南京-建邺区\xa0\xa0|\xa0\xa05-7年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['1.参与公司java平台的架构讨论和设计工作；', '2.负责基础平台、功能设计开发，关键技术问题的攻关工作；', '3.能够有效地对新人或普通开发工程师进行辅导，帮助其快速成长；', '1.熟练JAVA开发，要求对JAVA基础掌握的比较扎实，有3年以上实际项目的JAVA开发经验；', '2.有较强的javascript经验，熟悉ajax开发，对前端复杂页面有较强的编码实现能力；', '3.熟悉主流的J2EE框架，如webwork、spring、hibernate、ibatis等；', '4.熟悉Oracle、SQLServer等关系型数据库的特点，具备良好的SQL编写能力，熟悉性能、索引对SQL编写的要求；', '5.敬业、责任心强、对业务和技术具备很好的专研精神，具有高度的团队合作精神；', '6.需要His开发经验2名，安防开发经验1名', '7.计算机、通信或电子类专业，本科以上学历；']"
['Java开发工程师'],['1.2-2万/月'],[],['杭州\xa0\xa0|\xa0\xa05-7年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1）完成硬件数据接入系统的功能开发，包括设计、开发、发布等，达成数据接入模块的可靠性和稳定性;', '2）进行协议对接开发，并协调嵌入式岗位，完成产品开发工作;', '3）配合完成简单的前端页面开发工作。', '任职要求：', '1）JAVA基础扎实，熟练使用\xa0Spring、MyBatis\xa0等框架，并对框架原理有所了解；', '2）熟悉网络编程（基于Netty、mina等），熟悉TCP\xa0/IP相关协议栈，熟悉MQTT等应用层协议;', '3）熟悉Redis，了解分布式、缓存、消息等机制;', '4）熟悉MySQL的应用开发、性能调优和可扩展性设计;', '5）有modbus串口通讯编程经验优先；', '6）了解常用前端框架，具有一定的前端能力者优先。']"
['JAVA中级软件工程师'],['0.9-1.6万/月'],"['五险一金', '餐饮补贴', '绩效奖金', '节假日福利', '周末双休', '全勤奖', '带薪年假']",['深圳-宝安区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['1、 负责IT业务需求调研、分析和系统设计；', '2、 制定工作计划和开发计划，并组织实施；', '3、 按照设计文档高效地完成指定任务的编码开发及修改工作；', '4、 负责软件完成后的相关测试、技术文档的编制和内容的妥善保存；', '5、 负责应用软件的配置、升级、更新及相关的技术支持工作；', '6、 负责应用软件的用户操作使用培训。', '岗位要求：', '1、学历大专及以上，实际开发经验3年及以上； ', '2、熟悉常用技术Spring、Spring MVC、Hibernate 等框架半年以上项目开发经验；', '3、熟悉HTML,jQuery,JSP  ,Ajax,easyUI，div+css等前端技术；', '4、熟悉MYSQL ,ORCALE，SQLServer，并能sql优化；', '5、有WMS、MES、ERP及电商平台开发经验优先；', '6、熟练使用tomcat等；', '7、了解并使用过JEECG开源框架着有先考虑；', '                                                                ', '8、愿意出差。', '注：如果会ESB企业服务总线MULE框架技术，其它条件可以放宽']"
['Java中级开发工程师'],['1.2-1.8万/月'],"['五险一金', '弹性工作', '专业培训', '绩效奖金']",['广州-番禺区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '职位要求：']"
['Java开发工程师'],['1-2万/月'],"['五险一金', '补充医疗保险', '员工旅游', '交通补贴', '餐饮补贴', '通讯补贴', '专业培训', '定期体检']",['北京-朝阳区\xa0\xa0|\xa0\xa01年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1、负责公司各类产品及项目的java开发和技术验证；', '2、在项目的需求阶段，参与需求评审、系统设计、测试计划评审，认领研发任务，评估并承诺研发完成时间；', '3、负责功能模块的代码实现和自测，按时完成项目任务的研发工作，协助完善测试用例；', '4、 研发版本上线前，依据系统安装部署要求等，提供系统安装手册；', '5、协助完成系统上线后的运维支撑工作，保障产品的正常使用，持续提升产品质量；', '6、积极主动融入团队、学习技术知识、深入了解客户需求与业务知识，以更好地完成岗位工作，提升自我。', '任职要求：', '1、教育水平：本科及以上学历 ，硕士优先', '2、专业：计算机、软件工程、通信工程、网络工程等相关专业', '3、工作经验：1年以上Java语言开发经验。', '4、知识：精通Java（熟悉jdk8新特性优先）、精通数据结构、编程思想；', '5、技能技巧：', 'a、数据库：精通sql语法；熟悉mysql或oracle或sqlserver；', 'b、框架：精通Spring boot、spring mvc、mybatis中的一种；', 'c、开发工具：熟练intellij idea，swagger中的一种；', 'd、大数据工具：熟练hadoop，hbase，elasticsearch中的一种优先；', 'e、操作系统：熟悉linux、nginx、tomcat等开发环境。', '6、个人特质：具备良好的上进心、主动积极；具有较强学习能力、抗压能力']"
['JAVA开发工程师'],['7-9千/月'],"['周末双休', '带薪年假', '绩效奖金', '五险一金', '员工体检', '三节福利']",['宜春\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招3人\xa0\xa0|\xa0\xa001-22发布'],"['1、主要负责公司产品的系统设计、研发；', '2、完成产品具体模块的分析和设计任务；', '3、进行单元测试，确保功能稳定，性能优异，保证研发工作高质量完成；', '4、参与软件设计的重构、优化，保证产品的可迭代可维护性。', '职位要求：', '1、计算机相关本科及以上学历，至少3年以上JavaJ2EE开发经验；', '2、具备扎实的JAVA功底，熟悉jQuery、HTML5、Css等；', '3、熟悉VUE HTMLCSSJQueryJavaScriptAjax等前端技术；', '4、熟练掌握oracle、mysql至少一种数据库；', '5、具备较强的学习、理解能力，具备较强的沟通能力，追求开发效率，能独立承担并推动项目。', '6、熟悉微信、钉钉等移动端开发的优先。']"
['Java开发工程师'],['1-1.5万/月'],"['周末双休', '带薪年假', '五险一金', '绩效奖金', '节日福利', '餐饮补贴', '补充医疗保险', '定期体检']",['北京-海淀区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1、负责公司监测平台系统相关模块的研发工作；', '2、支持清华大学相关项目、外部项目设计研发工作；', '3、负责所研发项目的单元测试及系统集成工作，并配合测试人员完成系统测试；', '4、高质量地完成软件设计、开发实施相关的技术文档；', '5、按照部门要求和统一规划参与其他项目的研发工作及部门交办的其他工作任务。', '任职要求：', '1、大学本科以上学历，英语四级水平，1-3年相关工作经验；', '2、具有扎实的Java语言基础，熟悉常用数据结构及算法；', '3、具有J2EE项目开发经验，熟悉Java、JSP、Servlet、jQuery等常用技术；', '4、了解SSH、SSM、Spring\xa0Cloud等主流开源框架，至少熟练使用其中一种；', '5、在项目中使用过主流数据库产品，能自主编写SQL语句；', '6、具有移动端应用、微服务开发经验或大型企业信息化平台开发整合经验者优先；\xa0', '7、具备一定模块设计能力，熟练使用OO分析设计方法和J2EE设计模式，能够熟练运用UML进行分析设计工作；', '8、要有团队合作意识和追求技术创新的精神。']"
['Java高级开发工程师'],['1-1.5万/月'],"['五险一金', '绩效奖金', '员工旅游', '年终奖金', '定期体检']",['长沙\xa0\xa0|\xa0\xa05-7年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['工作内容简述：', '1）带领团队完成小型项目设计与开发。', '2）参与大型项目的架构设计，提供技术选型方案。', '3）解决项目中的技术难点，预研新技术。', '岗位职责：', '1、要求5年以上的java开发经验，', '2、精通HTML、Javascript、css、Ajax、jQuery等WEB应用开发技术。熟练使用开源框架。', '3、熟悉常用的设计模式，并能灵活运用；掌握面向对象软件分析、设计方法；', '4、熟悉spring，hibernate, MyBatis，radis，消息队列，NOSQL数据库，netty，多线程技术', '5、有大数据采集、存储、处理,微信公众号，Androd\xa0APP开始工作经验者优先。']"
['Java开发工程师'],['6-8千/月'],[],['成都-高新区\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1、参与需求、研发、测试、上线、维护等整个项目的全流程开发；', '2、负责或参与研发过程中的技术方案评审、代码评审等工作，保证交付质量；', '3、参与系统框架搭建，核心代码编写；', '4、参与系统稳定性、性能和扩展性调优；', '5、完成上级交办的各项工作；', '1、本科以上学历，计算机及相关专业；', '2、3年以上Java项目开发经验；', '3、精通Java语言，了解NIO、多线程、集合、JVM虚拟机等理论，熟悉HTTP协议。熟练Web Service/REST接口设计；', '4、熟悉Oracle，MySQL等常见关系型数据库，了解存储过程、视图、触发器的编写；', '5、责任心强，抗压能力强，具备良好的团队合作精神，有良好的沟通能力；', '6、有独立开发过项目者优先']"
['java开发工程师'],['0.5-1万/月'],"['周末双休', '五险一金', '节日福利']",['深圳-南山区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['工作职责：', '1.技术人员职位，在上级的领导和监督下定期完成量化的工作要求，并能独立处理和解决所负责的任务；', '2.根据开发进度和任务分配，完成相应模块关键的设计、开发、编程任务；', '3.进行程序单元、功能的测试，查出软件存在的缺陷并保证其质量；', '4.进行编制项目文档和质量记录的工作；', '5.维护软件使之保持可用性和稳定性。', '任职要求：', '1.大专及以上学历；', '2.\xa02年工作经验', '3.熟悉hibernate+springMVC框架；', '4.熟悉Web开发，如HTML/CSS，JS/JQuery，JSP/Servlet，Tomcat；', '5.熟悉常见的数据库操作，如SQLServer、Oracle等；', '6.具备较强的程序调试和测试能力；', '7.具备较强的责任心，良好的团队协作精神；', '8.具备较强的学习能力。']"
['Java服务器开发工程师'],['1-1.5万/月'],"['五险一金', '意外险', '绩效奖金', '专业培训', '零食下午茶', '聚餐团建', '加班补贴']",['深圳-福田区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责\xa0', '1、负责Android\xa0app后台服务器程序的开发与实现，参与项目的编程、调试和模块测试工作；', '\xa02、负责后台的系统设计，实现与客户端和运营系统的对接\xa0', '\xa03、负责服务端程序的维护与升级，保证产系统品的正常运行及维护升级\xa0', '\xa04、负责相关系统技术文档的编写', '\xa0任职资格', '\xa01.\xa0精通Java开发语言，良好的系统分析和设计能力，熟悉分布式，多线程，缓存，消息，nosql等相关技术，能够开发高性能、高可用性后端服务\xa0', '\xa02.\xa0精通MySQL等常用数据库，良好的数据库设计能力；\xa0', '\xa03.\xa0熟悉WEB应用开发相关技术如：HTML，JQUERY，JAVASCRIPT，CSS等；\xa0', '\xa04.\xa0熟悉Linux系统操作，熟悉redis、memcached等常用缓存技术，熟悉Web应用整体服务部署以及相关运维；\xa0', '\xa05.\xa0具备面向对象编程的思想和经验，了解常用的设计模式；', '\xa06.\xa0具备良好的沟通、思考和代码编程规范能力，注重用户体验开发；\xa0', '\xa07.\xa0较强的责任心以及团队精神\xa0具备良好的抗压能力。', '\xa08.\xa03年以上工作经验，有百万日活以上在线服务系统或APP后台系统开发经验者优先。']"
['Java开发工程师'],['1.5-3万/月'],"['五险一金', '专业培训', '绩效奖金', '股票期权', '年终奖金', '定期体检']",['上海-杨浦区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招10人\xa0\xa0|\xa0\xa001-22发布'],"['甲方甲方公司！ 不是996 ，不是996！！', '  非统招学历勿扰', '  岗位职责：', '  1、依据产品需求完成服务端开发工作；', '  2、在理解业务的基础上，对服务端进行优化；', '  3、参与团队技术方案的制定以及新技术的研究；', '  4、持续优化和重构，确保代码的可读性，易维护性和可扩展性。', '  任职要求：', '      ']"
['全栈/Java方向工程师'],['1.1-1.3万/月'],"['五险一金', '绩效奖金', '专业培训', '餐饮补贴', '周末双休', '项目奖金', '员工旅游', '交通补贴']",['深圳\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招5人\xa0\xa0|\xa0\xa001-22发布\xa0\xa0|\xa0\xa0软件工程 计算机科学与技术'],"['招聘：全栈/Java方向工程师\xa011k～13k', '1、熟练Java语言进行开发，Java基础功底扎实，需要非常熟悉Java\xa0servlet，Java编译机制，Java线程，Socket，连接池等相关技术。', '2、熟悉并实践应用多线程、网络IO的实际经验，必须清楚地知道何时该用多线程，何时该用观察者模式、消费者模式，何时该对自己的代码进行封装。', '3、熟练sql语法，sql功底扎实，熟练使用mysql、oracle、sqlserver其中一种数据库。', '4、熟练使用前端框架，layui，vue，uni-app等其中一种。', '5、具备使用android开发的能力（采用uni-app开发，但需要具备部分android原生开发能力）。', '6、具备使用c语言写程序能力者优先。', '7、具备使用c#语言写程序能力者优先。', '8、拥有分享精神，团队意识。', '9、具备编写设计文档的能力，必须按公司ISO的标准规范进行编写文档。', '10、具备绘制安装部署图的能力。']"
